1 66	2.1449101282656257e-05 0.0007451564828614009
12 52 30 95	0.08965868568517575 0.07898658718330849
12 52 34	0.7577519379844961 0.13263785394932937
12 52 34 52	0.011656952539550375 0.009687034277198211
12 52 45 95	0.11904761904761904 0.0037257824143070045
12 52 52 34	0.9078947368421053 0.05141579731743666
12 52 52 95	0.07942238267148015 0.06557377049180328
12 52 77 12	0.025952512424075095 0.029061102831594635
12 52 77 39	0.24790619765494137 0.05886736214605067
12 52 77 40	0.1352253756260434 0.06035767511177347
12 52 85 12	0.4860050890585242 0.13114754098360656
12 52 85 20	0.02003179650238474 0.020864381520119227
12 52 85 39	0.5921871398939847 0.13189269746646795
12 52 85 40	0.4383208147089996 0.13114754098360656
12 52 85 57	0.024871228844738778 0.05514157973174367
12 52 86 53	0.7045454545454546 0.08047690014903129
12 52 92	0.06569343065693431 0.020119225037257823
12 52 92 95	0.000687757909215956 0.0014903129657228018
12 52 95	0.08431654676258993 0.14307004470938897
12 52 95 28	0.7152974504249292 0.040238450074515646
12 52 95 34	0.6981132075471698 0.027570789865871834
12 52 95 52	0.1787709497206704 0.04918032786885246
12 52 95 53	0.6759002770083102 0.039493293591654245
12 52 98	0.05 0.0007451564828614009
12 52 104 39	0.017057569296375266 0.011922503725782414
12 52 104 40	0.06873614190687362 0.026825633383010434
12 52 105 12	0.024691358024691357 0.0014903129657228018
12 52 105 39	0.15239043824701196 0.09463487332339791
12 52 105 40	0.005548302872062663 0.0022354694485842027
12 52 105 57	0.01818181818181818 0.0022354694485842027
12 52 117	0.2501667778519013 0.3137108792846498
12 52 117 27	0.1390271926464956 0.08345752608047691
12 52 117 52	0.09157696907568769 0.005216095380029807
12 52 117 92	0.16700445885691123 0.07600596125186289
12 52 117 99	0.0020920502092050207 0.0014903129657228018
12 52 122 39	0.2634920634920635 0.06184798807749627
12 52 126 61	0.16140489344909234 0.06110283159463487
12 52 128 40	0.7142857142857143 0.014157973174366617
12 53 118	0.3333333333333333 0.0007451564828614009
12 56 30	0.03225806451612903 0.0007451564828614009
12 56 84	0.02857142857142857 0.005961251862891207
12 56 121	0.7525773195876289 0.05439642324888227
12 66 1	1.0 0.01713859910581222
12 66 20	1.0 0.013412816691505217
12 71 6	1.0 0.0014903129657228018
12 71 39	1.0 0.0014903129657228018
12 77 8 12	0.3795620437956204 0.01788375558867362
12 77 8 40	0.7058823529411765 0.08792846497764531
12 77 10 28	0.30976430976430974 0.10059612518628912
12 77 10 53	0.44516129032258067 0.05141579731743666
12 77 12	0.7474494706448508 1.0
12 77 12 27	0.08126984126984127 0.07004470938897168
12 77 12 52	0.001887095479001044 0.007451564828614009
12 77 12 92	0.0812079685319122 0.06855439642324888
12 77 12 117	0.0005972576976351136 0.02608047690014903
12 77 16 28	0.5909090909090909 0.10655737704918032
12 77 16 52	0.26119402985074625 0.13338301043219075
12 77 16 53	0.9047619047619048 0.014157973174366617
12 77 16 56	0.18627450980392157 0.014157973174366617
12 77 20	0.05802106717319979 0.05663189269746647
12 77 20 18	0.0020393541498866766 0.05290611028315946
12 77 20 34	0.26179136580119833 0.1497764530551416
12 77 20 56	0.004975124378109453 0.0022354694485842027
12 77 20 92	0.002383015597920277 0.01713859910581222
12 77 20 95	0.004803235007988458 0.23025335320417287
12 77 20 117	0.15761047463175124 0.12220566318926974
12 77 23 39	0.18326693227091634 0.03129657228017884
12 77 23 40	0.12162162162162163 0.026825633383010434
12 77 33 53	0.9444444444444444 0.012667660208643815
12 77 35 80	0.0012440242407009189 0.08345752608047691
12 77 39	0.46888504753673294 0.37630402384500744
12 77 39 27	0.015865146256817054 0.022354694485842028
12 77 39 52	0.0119276644863409 0.013412816691505217
12 77 39 92	0.01560693641618497 0.018628912071535022
12 77 39 99	0.009330143540669857 0.01639344262295082
12 77 40	0.30806987151725135 0.5342771982116244
12 77 40 18	0.009857612267250822 0.005216095380029807
12 77 40 27	0.01156879929886065 0.040238450074515646
12 77 40 34	0.014925373134328358 0.0007451564828614009
12 77 40 52	0.006606110652353427 0.01788375558867362
12 77 40 92	0.005350081414282391 0.00819672131147541
12 77 40 95	0.0007818608287724785 0.0007451564828614009
12 77 43	0.0012932428063368898 0.0029806259314456036
12 77 43 30	0.6067415730337079 0.013412816691505217
12 77 43 52	0.21666666666666667 0.009687034277198211
12 77 43 110	0.00234351375869368 0.020119225037257823
12 77 44 12	0.14855875831485588 0.07302533532041729
12 77 44 39	0.2381516587677725 0.09016393442622951
12 77 44 40	0.010344827586206896 0.0067064083457526085
12 77 45 28	0.14360313315926893 0.029806259314456036
12 77 45 52	0.25862068965517243 0.07749627421758569
12 77 45 53	0.4365482233502538 0.06184798807749627
12 77 50 12	0.15873015873015872 0.0029806259314456036
12 77 53	0.36363636363636365 0.0029806259314456036
12 77 57	0.09535160905840286 0.05886736214605067
12 77 58 39	0.703125 0.06557377049180328
12 77 58 40	0.5091575091575091 0.09016393442622951
12 77 67 21	0.005345551737304314 0.005961251862891207
12 77 67 61	0.22597245345845315 0.11847988077496274
12 77 73 12	0.3795620437956204 0.01788375558867362
12 77 73 40	0.7072599531615925 0.08867362146050671
12 77 79 28	0.39855072463768115 0.038748137108792845
12 77 79 52	1.0 0.06259314456035768
12 77 79 53	1.0 0.0037257824143070045
12 77 88 12	0.11428571428571428 0.0029806259314456036
12 77 88 39	0.18326693227091634 0.03129657228017884
12 77 88 40	0.12162162162162163 0.026825633383010434
12 77 109 12	0.06490384615384616 0.07228017883755589
12 77 109 39	0.0832420591456736 0.05439642324888227
12 77 109 40	0.017482517482517484 0.014903129657228018
12 77 115 12	0.13513513513513514 0.0029806259314456036
12 77 121 40	1.0 0.01713859910581222
12 77 121 52	0.09602649006622517 0.019374068554396422
12 77 123 39	0.22448979591836735 0.01639344262295082
12 77 123 40	0.19879518072289157 0.023099850968703428
12 81 16	0.5 0.0007451564828614009
12 83	0.006588799041629231 0.011922503725782414
12 83 18	0.0351851825721244 0.08047690014903129
12 83 18 18	0.03312865823237991 0.07228017883755589
12 83 18 27	0.027569920228509574 0.05737704918032787
12 83 18 34	0.0040342887822278125 0.0067064083457526085
12 83 18 83	0.031844932887284565 0.07078986587183309
12 83 18 92	0.02881053734562534 0.05737704918032787
12 83 18 95	9.463024844109401e-05 0.0067064083457526085
12 83 19 84	0.010702246050119817 0.02459016393442623
12 83 19 121	0.07692307692307693 0.0037257824143070045
12 83 27	0.030928905033731188 0.05588673621460507
12 83 27 18	0.038549751005155376 0.06482861400894188
12 83 27 27	0.04317538533738102 0.05812220566318927
12 83 27 83	0.03814118481244687 0.06482861400894188
12 83 27 92	0.03883960564798853 0.05588673621460507
12 83 27 110	0.0015232292460015233 0.0029806259314456036
12 83 33 98	0.03399917201407576 0.028315946348733235
12 83 45 110	0.014009341903478708 0.07078986587183309
12 83 77 12	0.02938736817158431 0.041728763040238454
12 83 77 20	0.049941383352872216 0.03427719821162444
12 83 83	0.035539013031001265 0.07078986587183309
12 83 83 18	0.03489093492710274 0.07228017883755589
12 83 83 27	0.03131748877073356 0.05737704918032787
12 83 83 34	0.0045339823955993855 0.0067064083457526085
12 83 83 83	0.03333801759803863 0.07078986587183309
12 83 83 92	0.03357593927221738 0.05737704918032787
12 83 85 12	0.012231631169275512 0.06706408345752608
12 83 85 20	0.01605025966906195 0.06333830104321908
12 83 85 39	0.005429424623869465 0.05216095380029806
12 83 85 40	0.0036821123923014274 0.05886736214605067
12 83 86 21	0.05523970854411287 0.05141579731743666
12 83 86 61	0.022234817107729867 0.05216095380029806
12 83 92	0.03146267406554287 0.05588673621460507
12 83 92 18	0.03262453316971103 0.06482861400894188
12 83 92 27	0.037451605366797945 0.06035767511177347
12 83 92 83	0.03236303448624693 0.06482861400894188
12 83 92 92	0.03408650742414461 0.05365126676602087
12 83 95 21	0.021038344078724125 0.021609538002980627
12 83 95 92	1.255760802682305e-05 0.0022354694485842027
12 83 104 20	0.04765193370165746 0.03353204172876304
12 83 104 39	0.011732995084826383 0.007451564828614009
12 83 105 20	0.039451437159496526 0.037257824143070044
12 83 122 20	0.03356752537080406 0.01639344262295082
12 83 126 21	0.07955182072829131 0.043219076005961254
12 83 126 61	0.014731656482402539 0.046199701937406856
12 85 8 20	0.8885180240320427 0.039493293591654245
12 85 10 30	0.8988326848249028 0.030551415797317436
12 85 12	0.16808404202101052 0.06557377049180328
12 85 12 52	0.1554591467823572 0.03427719821162444
12 85 12 99	0.17995689655172414 0.05365126676602087
12 85 16 28	0.04363636363636364 0.0014903129657228018
12 85 16 30	0.8797972483707458 0.038002980625931444
12 85 20	0.9034916935495332 0.09612518628912071
12 85 20 18	0.03349296811126933 0.06408345752608048
12 85 20 27	0.1272781696685841 0.04769001490312966
12 85 20 30	0.04696132596685083 0.021609538002980627
12 85 20 34	0.005905471199867965 0.012667660208643815
12 85 20 83	0.030056922863523523 0.06408345752608048
12 85 20 92	0.11561588864687636 0.04769001490312966
12 85 20 95	0.0001004540767980937 0.02384500745156483
12 85 20 117	0.006179668128933817 0.020119225037257823
12 85 23 20	0.7923497267759563 0.038002980625931444
12 85 35 80	0.0038345687804846175 0.03651266766020864
12 85 39	0.03344298245614035 0.046199701937406856
12 85 39 18	0.0207909492383268 0.038002980625931444
12 85 39 30	0.36414186955214906 0.05290611028315946
12 85 39 52	0.17593026525447558 0.03502235469448584
12 85 39 83	0.020547273440564926 0.038002980625931444
12 85 39 99	0.24034983888998487 0.06184798807749627
12 85 40	0.03012629363269602 0.06259314456035768
12 85 40 30	0.3512156708337435 0.05588673621460507
12 85 40 33	0.04938271604938271 0.004470938897168405
12 85 40 52	0.1605769992866767 0.03576751117734724
12 85 40 83	0.04107438995498697 0.040238450074515646
12 85 40 99	0.21621621621621623 0.06333830104321908
12 85 40 121	0.0002508780732563974 0.0007451564828614009
12 85 43 21	0.9813874788494078 0.019374068554396422
12 85 44 20	0.3278035832780358 0.020864381520119227
12 85 45 30	0.4991896272285251 0.038002980625931444
12 85 57	0.003941710463449594 0.02459016393442623
12 85 57 30	0.3959731543624161 0.03576751117734724
12 85 58 20	0.9245087900723888 0.045454545454545456
12 85 67 21	0.6040473463153876 0.043219076005961254
12 85 67 61	0.12395957193816885 0.043219076005961254
12 85 69 21	0.6935483870967742 0.038002980625931444
12 85 69 61	0.2533783783783784 0.03353204172876304
12 85 73 20	0.8885180240320427 0.039493293591654245
12 85 88 20	0.7909090909090909 0.037257824143070044
12 85 109 20	0.4874493927125506 0.020864381520119227
12 85 115 20	0.5864485981308412 0.020864381520119227
12 85 123 20	0.8515406162464986 0.045454545454545456
12 86 2 12	0.009943181818181818 0.0067064083457526085
12 86 2 20	0.5088998498820502 0.044709388971684055
12 86 2 40	0.008151287903488751 0.02459016393442623
12 86 4 20	0.6069836552748885 0.038748137108792845
12 86 21	0.6638619014573213 0.06855439642324888
12 86 21 18	0.029651387191445076 0.05514157973174367
12 86 21 27	0.1918763026212389 0.03502235469448584
12 86 21 83	0.030088584426934135 0.05514157973174367
12 86 21 92	0.16631352795000956 0.03502235469448584
12 86 21 117	0.0015894137650624676 0.010432190760059613
12 86 30	0.785234899328859 0.03278688524590164
12 86 53 99	0.2631578947368421 0.023099850968703428
12 86 61	0.1606831648658069 0.05141579731743666
12 86 61 18	0.041541827273674344 0.046199701937406856
12 86 61 27	0.08239726505267564 0.029806259314456036
12 86 61 30	0.053585196607555896 0.020864381520119227
12 86 61 83	0.0405826246605902 0.046199701937406856
12 86 61 92	0.07628159544896244 0.029061102831594635
12 86 108 20	0.9764309764309764 0.019374068554396422
12 92	0.010752688172043012 0.009687034277198211
12 92 15 80	0.0022162987810356704 0.04992548435171386
12 92 18	0.05206304232335753 0.05812220566318927
12 92 18 18	0.019619668892033208 0.06184798807749627
12 92 18 27	0.046495453301073596 0.05141579731743666
12 92 18 83	0.019789644264806557 0.06110283159463487
12 92 18 92	0.04680318219649539 0.05141579731743666
12 92 19 84	0.015527396037836873 0.02608047690014903
12 92 19 121	0.18269230769230768 0.0037257824143070045
12 92 27	0.31658525238427543 0.3114754098360656
12 92 27 18	0.03586690227540279 0.06110283159463487
12 92 27 27	0.12198829177263766 0.15797317436661698
12 92 27 83	0.035313207456288236 0.06110283159463487
12 92 27 92	0.11304791462948004 0.17436661698956782
12 92 30 34	0.09567901234567901 0.00894187779433681
12 92 30 83	0.0021679148600709497 0.004470938897168405
12 92 30 95	0.00092269069721694 0.038002980625931444
12 92 33 92	1.0 0.0029806259314456036
12 92 33 98	0.0945730247406225 0.026825633383010434
12 92 45 110	0.018131066740431523 0.06408345752608048
12 92 52 92	0.20481927710843373 0.012667660208643815
12 92 52 95	0.03316749585406302 0.007451564828614009
12 92 52 117	0.03226251206397353 0.08494783904619971
12 92 77 12	0.08626198083067092 0.07377049180327869
12 92 77 40	0.07426597582037997 0.02384500745156483
12 92 83	0.0512567481279387 0.05886736214605067
12 92 83 18	0.02848378555592935 0.06184798807749627
12 92 83 27	0.04481926414929447 0.05141579731743666
12 92 83 83	0.028157074909065466 0.06110283159463487
12 92 83 92	0.044135469522021124 0.05141579731743666
12 92 85 12	0.017218186709712133 0.02608047690014903
12 92 85 20	0.035067779015404664 0.04992548435171386
12 92 85 40	0.006311503223617238 0.030551415797317436
12 92 86 21	0.1487682372638125 0.03502235469448584
12 92 86 61	0.057757644394110984 0.03204172876304024
12 92 92	0.28928476469024195 0.23770491803278687
12 92 92 27	0.14363595714310282 0.15797317436661698
12 92 92 83	0.04266837026327292 0.05961251862891207
12 92 92 92	0.1334934312756039 0.13263785394932937
12 92 93 28	0.18316831683168316 0.018628912071535022
12 92 93 52	0.3333333333333333 0.0007451564828614009
12 92 93 98	0.08333333333333333 0.0007451564828614009
12 92 95 21	0.07451923076923077 0.01639344262295082
12 92 95 30	0.02278548301357947 0.043219076005961254
12 92 99 95	0.022727272727272728 0.0007451564828614009
12 92 104 12	0.2605042016806723 0.022354694485842028
12 92 104 39	0.07140228192859772 0.00819672131147541
12 92 104 40	0.06539735099337748 0.05067064083457526
12 92 105 12	0.28205128205128205 0.041728763040238454
12 92 105 39	0.05865102639296188 0.021609538002980627
12 92 105 40	0.09116022099447514 0.011177347242921014
12 92 126 21	0.2196124486200822 0.028315946348733235
12 92 126 61	0.046368265880461 0.03502235469448584
12 93 0 39	0.8840579710144928 0.01713859910581222
12 93 14 12	0.6790123456790124 0.040983606557377046
12 93 14 20	0.14444444444444443 0.009687034277198211
12 93 14 39	0.44 0.00819672131147541
12 93 14 40	0.3271889400921659 0.05290611028315946
12 93 14 53	0.20689655172413793 0.013412816691505217
12 93 21 34	0.9402985074626866 0.045454545454545456
12 93 21 117	0.5263157894736842 0.022354694485842028
12 93 28	0.9184814029678166 0.47764530551415796
12 93 28 27	0.04286145487473589 0.018628912071535022
12 93 28 92	0.07643312101910828 0.018628912071535022
12 93 28 99	0.0009718172983479105 0.0014903129657228018
12 93 30 34	0.7981438515081206 0.08569299552906111
12 93 30 95	0.010269379086793718 0.09687034277198212
12 93 30 117	0.49076773566569487 0.040238450074515646
12 93 32 28	0.20093457943925233 0.08867362146050671
12 93 32 53	1.0 0.07675111773472429
12 93 33 28	0.6470588235294118 0.00819672131147541
12 93 52	0.640661938534279 0.1825633383010432
12 93 53	0.6303236797274276 0.17436661698956782
12 93 56	0.47368421052631576 0.020119225037257823
12 93 59	0.0858085808580858 0.019374068554396422
12 93 59 28	1.0 0.0029806259314456036
12 93 59 52	0.011834319526627219 0.0014903129657228018
12 93 59 56	0.25462962962962965 0.040238450074515646
12 93 75 12	0.09963898916967509 0.10208643815201192
12 93 75 39	0.07874659400544959 0.05961251862891207
12 93 75 40	0.10648877102842463 0.19895678092399405
12 93 75 53	0.21720274665702927 0.1602086438152012
12 93 81 12	0.4229452054794521 0.11102831594634874
12 93 81 20	0.0160857908847185 0.0014903129657228018
12 93 81 39	0.5285359801488834 0.023099850968703428
12 93 81 40	0.3627906976744186 0.09985096870342772
12 93 97 28	0.4867924528301887 0.08867362146050671
12 93 97 52	1.0 0.06855439642324888
12 93 97 53	0.5098039215686274 0.019374068554396422
12 93 98 28	0.1375 0.00819672131147541
12 93 107 52	0.9583333333333334 0.01713859910581222
12 93 108 39	0.8258706467661692 0.09239940387481371
12 93 108 40	0.13669950738916256 0.07749627421758569
12 93 110 12	0.1014760147601476 0.030551415797317436
12 93 110 39	0.435290248314422 0.13040238450074515
12 93 110 40	0.1429845422116528 0.12816691505216096
12 93 110 52	1.0 0.01713859910581222
12 93 116 40	1.0 0.004470938897168405
12 93 124 28	1.0 0.0029806259314456036
12 95	0.0004121586810922205 0.0029806259314456036
12 95 15 80	0.0024490462081483023 0.018628912071535022
12 95 21	0.8731343283582089 0.03278688524590164
12 95 27 18	0.0291005291005291 0.01639344262295082
12 95 27 30	0.9917826511221817 0.028315946348733235
12 95 28 30	0.4315068493150685 0.02533532041728763
12 95 30	0.8638953177852946 0.06184798807749627
12 95 30 18	0.02948051380636141 0.05067064083457526
12 95 30 27	0.13399147661371033 0.043219076005961254
12 95 30 83	0.029006342646211835 0.04992548435171386
