1 66	1.1584196838672682e-05 0.000726480203414457
98 46 102 10	0.05154639175257732 0.001452960406828914
98 46 111 10	0.04535957240038873 0.006538321830730113
98 46 111 121	0.007874015748031496 0.0003632401017072285
109 1 66 10	0.04928390901432182 0.005811841627315656
109 1 66 79	0.038461538461538464 0.000726480203414457
109 6 71 10	0.05360750360750361 0.018162005085361425
109 10	0.0898876404494382 0.002905920813657828
109 10 14 10	0.20689655172413793 0.001452960406828914
109 10 14 79	0.16666666666666666 0.0018162005085361425
109 10 29 94	0.03244274809160305 0.0025426807119505995
109 10 32 97	0.023408924652523776 0.00726480203414457
109 10 53 93	0.022556390977443608 0.002179440610243371
109 10 75 10	0.10092278939376241 0.013076643661460226
109 10 75 79	0.0380952380952381 0.0010897203051216855
109 10 97	0.01059322033898305 0.0018162005085361425
109 10 97 32	0.12521739130434784 0.0025426807119505995
109 12 93	0.010676156583629894 0.0010897203051216855
109 12 105 10	0.05448717948717949 0.003632401017072285
109 12 118 10	0.06918238993710692 0.003995641118779513
109 35 100 10	0.07407407407407407 0.002179440610243371
109 35 103 10	0.16666666666666666 0.0003632401017072285
109 37 102 10	0.06782437745740498 0.00726480203414457
109 37 111 10	0.04060248853962017 0.0018162005085361425
109 41 106 10	0.06665230968019813 0.013439883763167454
109 44 6 71	0.00029418357054802197 0.002179440610243371
109 44 10	0.4779116465863454 0.025426807119505995
109 44 10 32	0.11428571428571428 0.0018162005085361425
109 44 10 97	0.027164685908319185 0.002905920813657828
109 44 37 94	0.010416666666666666 0.0003632401017072285
109 44 44 10	0.17647058823529413 0.0010897203051216855
109 44 73 10	0.14285714285714285 0.000726480203414457
109 44 79	0.13333333333333333 0.0003632401017072285
109 44 88 10	0.16666666666666666 0.0010897203051216855
109 44 109 10	0.05818965517241379 0.00472212132219397
109 46 102 10	0.10194174757281553 0.003632401017072285
109 46 106 10	0.02097902097902098 0.0003632401017072285
109 46 111 10	0.05521482015968377 0.022157646204140936
109 46 111 79	0.013068478829064296 0.002905920813657828
109 53 85 10	0.045454545454545456 0.0003632401017072285
109 53 118 10	0.1 0.000726480203414457
110 1 66 10	0.07891414141414141 0.001452960406828914
110 6 71	0.0004180602006688963 0.002905920813657828
110 6 71 10	0.060489208633093525 0.03995641118779513
110 6 71 32	0.03260869565217391 0.0025426807119505995
110 8 8 10	0.35714285714285715 0.001452960406828914
110 8 10	0.2857142857142857 0.0010897203051216855
110 8 45 10	0.6 0.0010897203051216855
110 8 73 10	0.35714285714285715 0.001452960406828914
110 10	0.4838709677419355 0.015256084271703597
110 10 6 71	0.0015781487101669195 0.00472212132219397
110 10 14 79	0.4782608695652174 0.0025426807119505995
110 10 25 90	0.03825136612021858 0.002179440610243371
110 10 28 93	0.034227567067530065 0.008717762440973484
110 10 29 94	0.04289544235924933 0.0032691609153650564
110 10 32	0.09615384615384616 0.0010897203051216855
110 10 32 97	0.022741241548862937 0.007991282237559027
110 10 33 98	0.5714285714285714 0.0010897203051216855
110 10 53 118	0.016666666666666666 0.0010897203051216855
110 10 56 79	0.25 0.0003632401017072285
110 10 75 10	0.2814357823892316 0.02869596803487105
110 10 75 121	0.25 0.0003632401017072285
110 10 97	0.012953367875647668 0.0018162005085361425
110 10 97 32	0.32461873638344224 0.003632401017072285
110 10 97 33	0.5 0.0010897203051216855
110 10 98	0.2 0.000726480203414457
110 12 118 10	0.18867924528301888 0.002179440610243371
110 16 81 10	0.17647058823529413 0.0032691609153650564
110 20 34 93	0.11290322580645161 0.002179440610243371
110 20 85 10	0.15859030837004406 0.002905920813657828
110 20 86 10	0.2125984251968504 0.006175081729022884
110 20 95	0.00851581508515815 0.002179440610243371
110 24 89 10	0.08064516129032258 0.001452960406828914
110 35 100 10	0.10682110682110682 0.00726480203414457
110 35 103 10	0.07142857142857142 0.0010897203051216855
110 36 101 10	0.02702702702702703 0.0003632401017072285
110 37 102 10	0.05315315315315315 0.0018162005085361425
110 39 104 10	0.10714285714285714 0.000726480203414457
110 39 118 10	0.06666666666666667 0.0003632401017072285
110 40 52 93	0.10810810810810811 0.001452960406828914
110 40 92 93	0.10204081632653061 0.000726480203414457
110 40 93	0.018691588785046728 0.001452960406828914
110 40 93 98	0.2222222222222222 0.000726480203414457
110 40 104 79	0.15384615384615385 0.000726480203414457
110 40 105 10	0.11694510739856802 0.00980748274609517
110 40 105 79	0.125 0.0003632401017072285
110 40 118 10	0.1360544217687075 0.010170722847802398
110 41 106 10	0.05220932352762414 0.029422448238285506
110 45 6 71	0.0007180859744753077 0.004358881220486742
110 45 10	0.9425287356321839 0.058481656374863786
110 45 10 32	0.06306306306306306 0.0018162005085361425
110 45 53 93	0.023255813953488372 0.002905920813657828
110 45 98 10	0.23076923076923078 0.000726480203414457
110 45 109 10	0.3333333333333333 0.0018162005085361425
110 45 110 10	0.4752475247524752 0.015256084271703597
110 45 110 79	0.42857142857142855 0.0003632401017072285
110 46 102 10	0.04878048780487805 0.00980748274609517
110 46 111 10	0.031281048431610656 0.054122775154377044
110 51 87 10	0.06666666666666667 0.0003632401017072285
110 51 116 10	0.05 0.0018162005085361425
110 57 105 10	0.5 0.0003632401017072285
110 63 128 10	0.07792207792207792 0.001452960406828914
110 67 2 10	0.3442622950819672 0.007628042135851798
110 67 61 93	0.038461538461538464 0.0003632401017072285
110 73 8 10	0.35714285714285715 0.001452960406828914
110 73 10	0.2857142857142857 0.0010897203051216855
110 73 45 10	0.6 0.0010897203051216855
110 73 73 10	0.35714285714285715 0.001452960406828914
110 79	0.5 0.0003632401017072285
110 79 10	1.0 0.0010897203051216855
110 79 75 10	0.8333333333333334 0.0010897203051216855
110 79 110 79	0.5 0.0003632401017072285
115 1 66 10	0.027341772151898733 0.003632401017072285
115 6 71 10	0.03490321597317482 0.006175081729022884
115 6 71 79	0.02631578947368421 0.000726480203414457
115 8 73 10	0.5 0.0003632401017072285
115 10	0.2857142857142857 0.001452960406828914
115 10 75 10	0.09407665505226481 0.0025426807119505995
115 12 77 10	0.75 0.002179440610243371
115 20 85 10	0.025806451612903226 0.000726480203414457
115 23 10	1.0 0.000726480203414457
115 24 89 10	0.08602150537634409 0.001452960406828914
115 35 100 10	0.17333333333333334 0.0018162005085361425
115 40 105 10	0.14516129032258066 0.0018162005085361425
115 41 106 10	0.01680672268907563 0.002179440610243371
115 46 111 10	0.02616350275566442 0.013439883763167454
115 46 111 79	0.0045207956600361665 0.000726480203414457
115 50 10	1.0 0.015982564475118054
115 50 45 10	0.5 0.0003632401017072285
115 88 10	1.0 0.0010897203051216855
115 109 44 10	0.3333333333333333 0.0003632401017072285
115 115 10	1.0 0.012350163458045769
115 115 50 10	0.4 0.001452960406828914
115 115 115 10	0.4 0.001452960406828914
120 49 114 10	0.25 0.0003632401017072285
121	0.3333333333333333 0.0003632401017072285
121 56 10	1.0 0.0010897203051216855
121 56 104 10	0.2 0.0003632401017072285
121 56 121	0.25 0.0003632401017072285
121 75 6 71	0.0010365081193136013 0.0003632401017072285
121 75 10	0.5128205128205128 0.0003632401017072285
121 75 79	1.0 0.0003632401017072285
123	0.05555555555555555 0.0003632401017072285
123 1 66 10	0.0729113924050633 0.005085361423901199
123 6 71 10	0.05662235352043329 0.005085361423901199
123 10	0.18181818181818182 0.000726480203414457
123 10 75 10	0.18697068403908795 0.002905920813657828
123 23 10	0.2 0.0003632401017072285
123 23 58 10	1.0 0.002179440610243371
123 36 101 10	0.027777777777777776 0.0003632401017072285
123 37 71	0.001644736842105263 0.0003632401017072285
123 41 106 10	0.05666156202143951 0.0025426807119505995
123 46 111	1.664253499092982e-05 0.0003632401017072285
123 46 111 10	0.04342086980686397 0.008717762440973484
123 53 34 93	0.02631578947368421 0.0003632401017072285
123 58 8 10	0.5416666666666666 0.0018162005085361425
123 58 10	0.8947368421052632 0.010170722847802398
123 58 40 118	0.030927835051546393 0.0003632401017072285
123 58 73 10	0.5769230769230769 0.0025426807119505995
123 75 10	0.8571428571428571 0.000726480203414457
