2 1 66	5.1668905652578275e-05 0.0010438413361169101
61 93 59 30	0.7317073170731707 0.025052192066805846
61 93 75 20	0.1398243045387994 0.028183716075156576
61 93 75 21	0.04 0.008350730688935281
61 93 81 12	0.013986013986013986 0.0020876826722338203
61 93 81 20	0.18960244648318042 0.016701461377870562
61 93 110 20	0.280940243557066 0.061586638830897704
61 95 21	0.8065573770491803 0.06263048016701461
61 95 21 18	0.013713212273011897 0.05741127348643006
61 95 21 92	0.07302038880986249 0.038622129436325675
61 95 27 30	0.06546828296247094 0.04384133611691023
61 95 28 30	0.3487544483985765 0.04384133611691023
61 95 28 99	0.17980295566502463 0.04488517745302714
61 95 30	0.4687029288702929 0.09498956158663883
61 95 30 18	0.037945520499571825 0.12004175365344467
61 95 30 27	0.14483348657562062 0.09498956158663883
61 95 30 83	0.03730087114440567 0.12004175365344467
61 95 30 92	0.13134353395853293 0.09498956158663883
61 95 32 30	0.9117647058823529 0.05323590814196242
61 95 52	0.012038523274478331 0.020876826722338204
61 95 52 30	0.15 0.0407098121085595
61 95 53 30	0.288135593220339 0.04488517745302714
61 95 81 20	0.6405391912131803 0.07828810020876827
61 95 85 20	0.11492537313432835 0.020876826722338204
61 95 92 30	0.06551724137931035 0.04384133611691023
61 95 93 21	0.6851851851851852 0.037578288100208766
61 95 104 20	0.37147584802392924 0.09394572025052192
61 95 105 20	0.488076122509664 0.09812108559498957
61 95 108 20	0.8870503597122302 0.06889352818371608
61 95 110 20	0.46070055531824006 0.08350730688935282
61 95 117 30	0.2207977207977208 0.04279749478079332
61 95 124 30	0.9151785714285714 0.0511482254697286
61 95 126 21	0.7533810660302307 0.07306889352818371
61 98 30	0.8888888888888888 0.016701461377870562
61 98 33	0.47058823529411764 0.016701461377870562
61 98 52	0.9375 0.015657620041753653
61 99	0.14545454545454545 0.05845511482254697
61 99 15 80	0.011676108884897056 0.0511482254697286
61 99 18	0.009948748869460356 0.033402922755741124
61 99 18 18	0.03591234556414873 0.0918580375782881
61 99 18 27	0.027126723795471312 0.07933194154488518
61 99 18 83	0.03585959121635267 0.0918580375782881
61 99 18 92	0.025744466266786985 0.07933194154488518
61 99 27	0.03741496598639456 0.022964509394572025
61 99 27 83	0.036010437808060305 0.07828810020876827
61 99 27 92	0.1324664770418529 0.07411273486430063
61 99 34 30	0.15415657788539144 0.04592901878914405
61 99 34 99	0.14335360556038226 0.05845511482254697
61 99 45 110	0.02920539532119331 0.09290187891440502
61 99 83	0.009771986970684038 0.033402922755741124
61 99 83 18	0.042421507924944785 0.0918580375782881
61 99 83 27	0.03493058665472459 0.07724425887265135
61 99 83 83	0.0434504018121063 0.0918580375782881
61 99 83 92	0.03479130773078419 0.07724425887265135
61 99 85 20	0.4327683849650615 0.08663883089770355
61 99 86 21	0.5559665174226202 0.09081419624217119
61 99 86 61	0.15549648756407822 0.07411273486430063
61 99 92	0.036243822075782535 0.022964509394572025
61 99 92 18	0.041050792797635044 0.07620041753653445
61 99 92 27	0.11991938192811555 0.07411273486430063
61 99 92 83	0.04038537679820509 0.07828810020876827
61 99 92 92	0.11500171644352901 0.07411273486430063
61 99 95	0.000380517503805175 0.003131524008350731
61 99 95 21	0.5718015665796344 0.055323590814196244
61 99 95 30	0.416297202262651 0.09290187891440502
61 99 95 52	0.028445006321112517 0.024008350730688934
61 99 98 30	0.5652173913043478 0.013569937369519834
61 99 104 39	0.38552631578947366 0.054279749478079335
61 99 105 40	0.2689210950080515 0.054279749478079335
61 99 117 30	0.1671270718232044 0.04592901878914405
61 99 117 52	0.12305295950155763 0.020876826722338204
61 99 126 21	0.5440503432494279 0.081419624217119
61 99 126 61	0.28124275446325064 0.06993736951983298
61 104 1 121	0.33962264150943394 0.0020876826722338203
61 104 12 99	0.11467391304347826 0.04801670146137787
61 104 16 30	0.775 0.038622129436325675
61 104 20	0.2901865972351373 0.174321503131524
61 104 20 18	0.025034215044969617 0.21711899791231734
61 104 20 27	0.04440387685089645 0.1638830897703549
61 104 20 83	0.02498980676945247 0.21816283924843424
61 104 20 92	0.04334274693483951 0.1638830897703549
61 104 35 80	0.003899767673415201 0.09916492693110647
61 104 39	0.02153754113072091 0.0720250521920668
61 104 39 18	0.014838827504337503 0.05636743215031315
61 104 39 30	0.1449701291192908 0.05010438413361169
61 104 39 52	0.038554039912610846 0.008350730688935281
61 104 39 83	0.014623172103487065 0.05636743215031315
61 104 39 99	0.135520031192124 0.06784968684759916
61 104 40 30	0.17929367372206828 0.08455114822546973
61 104 40 52	0.03330068560235064 0.008350730688935281
61 104 40 99	0.12641093100229145 0.0824634655532359
61 104 45 30	0.49137931034482757 0.0511482254697286
61 104 57 30	0.13333333333333333 0.029227557411273485
61 104 57 99	0.11764705882352941 0.0407098121085595
61 104 67 21	0.7372600926538716 0.07411273486430063
61 104 67 61	0.11274252753015207 0.033402922755741124
61 104 69 21	0.8037974683544303 0.03966597077244259
61 104 72 56	0.5 0.003131524008350731
61 104 73 20	0.1948608137044968 0.04279749478079332
61 104 109 20	0.10225921521997622 0.03444676409185804
61 105 12	0.008712487899322363 0.009394572025052192
61 105 12 30	0.18063958513396716 0.038622129436325675
61 105 12 99	0.1283987915407855 0.05636743215031315
61 105 20	0.4173214895797745 0.15553235908141963
61 105 20 18	0.023469559023055062 0.2348643006263048
61 105 20 27	0.13935794695668766 0.13674321503131523
61 105 20 83	0.02344548720060199 0.23695198329853862
61 105 20 92	0.12438795929663218 0.13674321503131523
61 105 26 30	0.5 0.003131524008350731
61 105 35 80	0.005485616593195433 0.08559498956158663
61 105 37 83	0.02717391304347826 0.026096033402922755
61 105 39	0.0009942004971002485 0.006263048016701462
61 105 39 30	0.18199838484692754 0.08768267223382047
61 105 39 52	0.037335596096733134 0.008350730688935281
61 105 39 99	0.1387505658669081 0.09603340292275574
61 105 40	0.02789171452009844 0.06993736951983298
61 105 40 18	0.012416046469413687 0.05741127348643006
61 105 40 30	0.10344884271436086 0.06263048016701461
61 105 40 52	0.028779562917872467 0.007306889352818371
61 105 40 83	0.01220861742762289 0.05741127348643006
61 105 40 99	0.12438090481541599 0.059498956158663886
61 105 45 30	0.4419551934826884 0.06889352818371608
61 105 57 30	0.42924528301886794 0.026096033402922755
61 105 67 21	0.52615518744551 0.15031315240083507
61 105 67 61	0.044995187680461984 0.06784968684759916
61 105 96 21	0.02127659574468085 0.0010438413361169101
61 105 123 20	0.2973856209150327 0.05845511482254697
61 108 43	0.6470588235294118 0.005219206680584551
61 117 28 30	0.16336633663366337 0.032359081419624215
61 117 30	0.7088607594936709 0.06576200417536535
61 117 52	0.1289198606271777 0.028183716075156576
61 117 52 52	0.05246252676659529 0.007306889352818371
61 117 52 99	0.13022700119474312 0.04801670146137787
61 117 104 20	0.2880695443645084 0.03444676409185804
61 117 105 20	0.39767721265518624 0.032359081419624215
61 117 110 20	0.2829719161038038 0.060542797494780795
61 117 126 61	0.007654836464857342 0.005219206680584551
61 118 21	0.5125 0.037578288100208766
61 118 21 83	0.009495982468955442 0.038622129436325675
61 118 30	0.5804195804195804 0.04697286012526096
61 118 53 30	0.024321556579621095 0.03653444676409186
61 118 53 99	0.10665294924554183 0.05636743215031315
61 118 81 20	0.5380434782608695 0.022964509394572025
61 121 124 30	0.5 0.025052192066805846
61 122 20	0.08431372549019608 0.04175365344467641
61 122 20 83	0.012872905598692277 0.055323590814196244
61 122 39 99	0.11303407247160627 0.06471816283924843
61 122 57 99	0.12369207772795217 0.04279749478079332
61 126 2 12	0.002593553167839941 0.007306889352818371
61 126 2 20	0.3566072321279787 0.24634655532359082
61 126 2 40	0.0011450818733539448 0.010438413361169102
61 126 4 20	0.5263157894736842 0.13569937369519833
61 126 21	0.6582796957284962 0.33194154488517746
61 126 21 18	0.03269824497680331 0.24739039665970772
61 126 21 27	0.11879246813833204 0.18058455114822547
61 126 21 83	0.03279424159280166 0.24739039665970772
61 126 21 92	0.10847687843427796 0.18058455114822547
61 126 61	0.15994692252730427 0.09707724425887265
61 126 61 18	0.030709376575754163 0.17849686847599164
61 126 61 27	0.12265953381734811 0.11795407098121086
61 126 61 30	0.04570832566415117 0.09081419624217119
61 126 61 83	0.030270248917074742 0.17954070981210857
61 126 61 84	0.03488372093023256 0.005219206680584551
61 126 61 92	0.11498164233903466 0.11795407098121086
61 126 61 99	0.09993189557321226 0.0918580375782881
75 20	0.6 0.0020876826722338203
75 20 18 18	0.027238441471753527 0.0020876826722338203
75 20 45 110	0.033030852994555354 0.0020876826722338203
75 20 83 83	0.04293493351133717 0.0020876826722338203
75 20 85 20	0.5619590873328089 0.0020876826722338203
75 20 86 21	0.6240601503759399 0.0020876826722338203
75 20 92 92	0.13636363636363635 0.0020876826722338203
75 20 95 30	0.6009316770186336 0.0020876826722338203
75 20 126 21	0.5833333333333334 0.0020876826722338203
75 35 80	0.003579952267303103 0.0020876826722338203
75 35 80 27	0.0017891754882958103 0.0020876826722338203
75 35 100 20	0.3213895564780424 0.0020876826722338203
97 28 99	0.14285714285714285 0.0010438413361169101
97 28 104 20	0.3723404255319149 0.0010438413361169101
97 30 85 20	0.1895424836601307 0.0010438413361169101
97 30 104 20	1.0 0.0010438413361169101
98 12 104 20	0.7804878048780488 0.0010438413361169101
98 20	1.0 0.0010438413361169101
98 20 83 83	0.03291587383845867 0.0010438413361169101
98 20 85 20	0.9481865284974094 0.0010438413361169101
98 20 92 92	0.20689655172413793 0.0010438413361169101
98 46 111 20	0.035555555555555556 0.0010438413361169101
108 12	1.0 0.0010438413361169101
108 12 85 20	0.9313566206336312 0.0010438413361169101
108 16 81 20	0.8929961089494164 0.012526096033402923
108 16 108 20	0.8278145695364238 0.010438413361169102
108 20	0.9358974358974359 0.014613778705636743
108 20 18	0.0009654839488293508 0.0020876826722338203
108 20 18 18	0.02769710284090191 0.014613778705636743
108 20 18 83	0.02720525121222405 0.014613778705636743
108 20 27 92	0.25823946599916564 0.014613778705636743
108 20 77 12	0.6307775965198478 0.013569937369519834
108 20 77 20	0.5406844106463878 0.013569937369519834
108 20 83 18	0.02913870124498848 0.014613778705636743
108 20 83 27	0.02853688029020556 0.014613778705636743
108 20 83 83	0.027949493175774866 0.014613778705636743
108 20 83 92	0.029016869129002115 0.014613778705636743
108 20 85 12	0.18592436974789917 0.012526096033402923
108 20 85 20	0.8985379454976585 0.014613778705636743
108 20 85 40	0.018944293761735866 0.012526096033402923
108 20 85 57	0.0026340996168582377 0.010438413361169102
108 20 86 21	0.6548139883137094 0.014613778705636743
108 20 86 30	0.8077455048409405 0.013569937369519834
108 20 86 61	0.12655326336108094 0.013569937369519834
108 20 92 18	0.044553717776784386 0.014613778705636743
108 20 92 27	0.2844611528822055 0.014613778705636743
108 20 95 21	0.984822934232715 0.013569937369519834
108 20 95 30	0.7310118803768947 0.014613778705636743
108 20 95 52	0.05648957632817754 0.009394572025052192
108 20 104 39	0.9102564102564102 0.013569937369519834
108 20 105 20	0.9107321965897693 0.012526096033402923
108 20 117 30	0.7875 0.009394572025052192
108 20 117 52	0.984375 0.009394572025052192
108 20 126 21	0.5718990120746432 0.013569937369519834
108 20 126 61	0.7727879057358826 0.013569937369519834
108 35 100 20	0.29296875 0.005219206680584551
108 37 102 20	0.06432748538011696 0.005219206680584551
108 39 122 20	0.8888888888888888 0.0010438413361169101
108 40 104 20	0.2851196670135276 0.006263048016701462
108 40 105 20	0.38686131386861317 0.008350730688935281
108 43 21	1.0 0.015657620041753653
108 43 30	1.0 0.014613778705636743
108 43 108 20	0.962582538517975 0.015657620041753653
108 46 111 1	0.0025832673165019117 0.009394572025052192
108 46 111 20	0.13859838691004514 0.014613778705636743
108 46 111 39	0.0016183550138277169 0.012526096033402923
108 57 122 20	0.8505866114561766 0.005219206680584551
109 44 21	1.0 0.0010438413361169101
110 10 30	1.0 0.0041753653444676405
110 20	1.0 0.015657620041753653
110 20 15 80	0.04581151832460733 0.010438413361169102
110 20 18 18	0.040643127661490176 0.015657620041753653
110 20 18 83	0.04247500993882388 0.015657620041753653
110 20 27 83	0.009153318077803204 0.005219206680584551
110 20 34 30	0.8461538461538461 0.014613778705636743
110 20 45 110	0.020353651370265506 0.015657620041753653
110 20 83 18	0.043807222065602384 0.015657620041753653
110 20 83 83	0.043738651303338136 0.015657620041753653
110 20 85 20	0.8794515669515669 0.015657620041753653
110 20 85 39	0.018901890189018902 0.013569937369519834
110 20 86 21	0.6938775510204082 0.015657620041753653
110 20 86 53	0.11688311688311688 0.010438413361169102
110 20 86 61	0.22924901185770752 0.012526096033402923
110 20 92 92	0.1712962962962963 0.015657620041753653
110 20 95 30	0.8248756218905473 0.015657620041753653
110 20 104 39	1.0 0.014613778705636743
110 20 105 20	0.9310344827586207 0.013569937369519834
110 20 118 53	1.0 0.010438413361169102
110 20 126 21	0.6170212765957447 0.012526096033402923
110 20 126 61	0.7721518987341772 0.014613778705636743
110 35 80 30	0.9655172413793104 0.0020876826722338203
110 35 100 20	0.9003115264797508 0.003131524008350731
110 39 105 20	0.9591836734693877 0.0010438413361169101
110 40 15 80	0.049723756906077346 0.006263048016701462
110 40 27 99	1.0 0.003131524008350731
110 40 30	1.0 0.008350730688935281
110 40 77 20	1.0 0.0041753653444676405
110 40 99	1.0 0.0041753653444676405
110 40 104 20	0.908256880733945 0.006263048016701462
110 40 105 20	0.96875 0.009394572025052192
110 41 106 20	0.12727272727272726 0.009394572025052192
110 45 21	1.0 0.017745302713987474
110 45 110 20	0.23184357541899442 0.015657620041753653
110 46 111 20	0.03434975620406084 0.016701461377870562
110 46 111 40	0.0002912287204469037 0.012526096033402923
